Date,Ticker,Cost Ratio (%),Debt-Service Coverage Ratio,FFO per Share,FY Dividend Yield (%),Gearing Ratio (%),NAV per Share,Net Operating Income,Net Stock Issuance,PB Ratio,Return Percentage,Buy_Hold_Sell
2020-12-01,AW9U.SI,0.3545076467311105,0.3038648807777148,0.4954526111117213,0.3585146240571414,0.4114106704395934,0.5024070660412209,0.2105687945207535,0.0127093631041589,0.0652411176077071,0.4597847442362721,0
2021-01-01,AW9U.SI,0.3545076467311105,0.3038648807777148,0.4954526111117213,0.848148076202186,0.4114106704395934,0.5024070660412209,0.2105687945207535,0.0127093631041589,0.0652411176077071,0.9354386123183898,-1
2021-12-01,AW9U.SI,0.080529247052827,0.3071151115980292,0.5382857217729341,0.848148076202186,0.2508378880406244,0.1405459340845253,0.0486249692136921,0.1293668324163102,0.0652411176077071,0.4223171824216801,0
2022-01-01,AW9U.SI,0.080529247052827,0.3071151115980292,0.5382857217729341,0.4732142940149811,0.2508378880406244,0.1405459340845253,0.0486249692136921,0.1293668324163102,0.0652411176077071,0.4782540792968381,0
2022-12-01,AW9U.SI,0.0886693459781945,0.3069404815154671,0.5176085860998029,0.4732142940149811,0.3689954745898502,0.1093590264434205,0.0540972567608778,0.0127093631041589,0.0652411176077071,0.5967193920211172,0
2023-01-01,AW9U.SI,0.0886693459781945,0.3069404815154671,0.5176085860998029,0.4827892240357348,0.3689954745898502,0.1093590264434205,0.0540972567608778,0.0127093631041589,0.0652411176077071,0.59531675949777,0
2023-06-01,AW9U.SI,0.0886693459781945,0.3069404815154671,0.5176085860998029,0.4827892240357348,0.3689954745898502,0.1093590264434205,0.0540972567608778,0.0127093631041589,0.0775550516836081,0.5293916475023226,0
2023-12-01,AW9U.SI,0.0935687178986999,0.302577705884116,0.530461845065919,0.4827892240357348,0.3759132221567443,0.1072936562295534,0.0524032423013763,0.0127093631041589,0.0873158438105342,0.6223953104127049,-1
2024-01-01,AW9U.SI,0.0935687178986999,0.302577705884116,0.530461845065919,0.4064606433698324,0.3759132221567443,0.1072936562295534,0.0524032423013763,0.0127093631041589,0.0873158438105342,0.553915610092449,0
2024-06-01,AW9U.SI,0.0935687178986999,0.302577705884116,0.530461845065919,0.4064606433698324,0.3759132221567443,0.1072936562295534,0.0524032423013763,0.0127093631041589,0.0905443833828653,0.5402401377206509,0
2024-12-01,AW9U.SI,0.1026122927745906,0.3403396953322145,0.5187257527132322,0.4064606433698324,0.4081492084202189,0.101133159738952,0.0480089019334142,0.0127093631041589,0.0995080677933427,0.5549391909752277,0
2025-01-01,AW9U.SI,0.1026122927745906,0.3403396953322145,0.5187257527132322,0.080776243585333,0.4081492084202189,0.101133159738952,0.0480089019334142,0.0127093631041589,0.0995080677933427,0.5232914595322543,0
2019-01-01,BMGU.SI,0.1026122927745906,0.3403396953322145,0.5187257527132322,0.3055042929181394,0.4081492084202189,0.101133159738952,0.0480089019334142,0.0127093631041589,0.0995080677933427,0.531137643861531,0
2020-01-01,BMGU.SI,0.1026122927745906,0.3403396953322145,0.5187257527132322,0.1716266441857928,0.4081492084202189,0.101133159738952,0.0480089019334142,0.0127093631041589,0.0995080677933427,0.4378655546436651,0
2020-12-01,BMGU.SI,0.3647898642162362,0.3356581702168885,0.5187257527132322,0.1716266441857928,0.1432948215214671,0.4468636465994605,0.019123328755469,0.0127093631041589,0.0995080677933427,0.4834433267025919,0
2021-01-01,BMGU.SI,0.3647898642162362,0.3356581702168885,0.5187257527132322,0.1592072206197225,0.1432948215214671,0.4468636465994605,0.019123328755469,0.0127093631041589,0.0995080677933427,0.5892049758824919,0
2021-12-01,BMGU.SI,0.3737709977593451,0.3687830563460513,0.5162752815317957,0.1592072206197225,0.1156131136261393,0.4782466234024306,0.0252894595186488,0.0127093631041589,0.0995080677933427,0.4974327237058471,0
2022-01-01,BMGU.SI,0.3737709977593451,0.3687830563460513,0.5162752815317957,0.1145855054534719,0.1156131136261393,0.4782466234024306,0.0252894595186488,0.0127093631041589,0.0995080677933427,0.4235488206558697,0
2022-12-01,BMGU.SI,0.3975011549322318,0.402070730797456,0.5136746538141836,0.1145855054534719,0.173385667962214,0.4198309301164313,0.0226662273008543,0.0127093631041589,0.0995080677933427,0.5150304436170441,0
2023-01-01,BMGU.SI,0.3975011549322318,0.402070730797456,0.5136746538141836,0.0488273148567662,0.173385667962214,0.4198309301164313,0.0226662273008543,0.0127093631041589,0.0995080677933427,0.4834733127141202,0
2023-06-01,BMGU.SI,0.3975011549322318,0.402070730797456,0.5136746538141836,0.0488273148567662,0.173385667962214,0.4198309301164313,0.0226662273008543,0.0127093631041589,0.0713081201161957,0.5431579486007881,0
2023-12-01,BMGU.SI,0.4012567825787206,0.333802672736227,0.4989729347641677,0.0488273148567662,0.2242658928413555,0.3894680968421508,0.0206836231851428,0.0127093631041589,0.072318358761693,0.4709929700440447,0
2024-01-01,BMGU.SI,0.4012567825787206,0.333802672736227,0.4989729347641677,0.0139925498932305,0.2242658928413555,0.3894680968421508,0.0206836231851428,0.0127093631041589,0.072318358761693,0.5018791148428587,0
2019-01-01,BTOU.SI,0.4012567825787206,0.333802672736227,0.4989729347641677,0.5717150753631368,0.2242658928413555,0.3894680968421508,0.0206836231851428,0.0127093631041589,0.072318358761693,0.7791793632641397,-1
2020-01-01,BTOU.SI,0.4012567825787206,0.333802672736227,0.4989729347641677,0.2068257327804735,0.2242658928413555,0.3894680968421508,0.0206836231851428,0.0127093631041589,0.072318358761693,0.3828301802179772,0
2020-12-01,BTOU.SI,0.4012567825787206,0.333802672736227,0.4989729347641677,0.2068257327804735,0.2242658928413555,0.3894680968421508,0.0206836231851428,0.0127093631041589,0.072318358761693,0.5065131305555907,0
2021-01-01,BTOU.SI,0.4012567825787206,0.333802672736227,0.4989729347641677,0.5177707032366748,0.2242658928413555,0.3894680968421508,0.0206836231851428,0.0127093631041589,0.072318358761693,0.5182060626857765,0
2021-12-01,BTOU.SI,0.3737454534676289,0.3042838027905808,0.5241780950567475,0.5177707032366748,0.5058953715562566,0.2458055620302359,0.0979164918413725,0.0866834635511059,0.072318358761693,0.2694901722487524,1
2022-01-01,BTOU.SI,0.3737454534676289,0.3042838027905808,0.5241780950567475,0.1898987795635748,0.5058953715562566,0.2458055620302359,0.0979164918413725,0.0866834635511059,0.072318358761693,0.1892822290430847,1
2022-12-01,BTOU.SI,0.4066728728489584,0.3049772707755216,0.4388551674114908,0.1898987795635748,0.6671734257291542,0.2061803727956668,0.1096954526320673,0.0127093631041589,0.072318358761693,0.0,1
2023-01-01,BTOU.SI,0.4066728728489584,0.3049772707755216,0.4388551674114908,0.3029790648207519,0.6671734257291542,0.2061803727956668,0.1096954526320673,0.0127093631041589,0.072318358761693,0.0749405795120555,1
2023-06-01,BTOU.SI,0.4066728728489584,0.3049772707755216,0.4388551674114908,0.3029790648207519,0.6671734257291542,0.2061803727956668,0.1096954526320673,0.0127093631041589,0.0401393385824406,0.1393497233676938,1
2023-12-01,BTOU.SI,0.4671984279058583,0.305045617480258,0.3132279566755286,0.3029790648207519,0.9196091400788876,0.1168303796736968,0.1136940908709472,0.0127093631041589,0.0140026099037142,1.0,-1
2024-06-01,BTOU.SI,0.4671984279058583,0.305045617480258,0.3132279566755286,0.3029790648207519,0.9196091400788876,0.1168303796736968,0.1136940908709472,0.0127093631041589,0.0065851805114262,0.7152621260603222,-1
2024-12-01,BTOU.SI,0.5297430122032726,0.305045617480258,0.4165878095815011,0.3029790648207519,1.0,0.078197172203292,0.1136940908709472,0.0127093631041589,0.0332727775154951,0.7152621260603222,-1
2019-01-01,BUOU.SI,0.5297430122032726,0.305045617480258,0.4165878095815011,0.3915245559581878,1.0,0.078197172203292,0.1136940908709472,0.0127093631041589,0.0332727775154951,0.6896845682120913,-1
2020-01-01,BUOU.SI,0.5297430122032726,0.305045617480258,0.4165878095815011,0.3088054744380211,1.0,0.078197172203292,0.1136940908709472,0.0127093631041589,0.0332727775154951,0.6685697351457505,-1
2020-09-01,BUOU.SI,0.5297430122032726,0.305045617480258,0.4165878095815011,0.3088054744380211,1.0,0.078197172203292,0.1136940908709472,0.0127093631041589,0.0332727775154951,0.6302901047230453,-1
2021-01-01,BUOU.SI,0.5297430122032726,0.305045617480258,0.4165878095815011,0.2660236295918465,1.0,0.078197172203292,0.1136940908709472,0.0127093631041589,0.0332727775154951,0.587766222220724,0
2021-09-01,BUOU.SI,0.187457628622536,0.3057251525766997,0.6825989466475162,0.2660236295918465,0.2954113984387841,0.4679433881758378,0.2676310882695468,0.261082319035269,0.0332727775154951,0.4866944740938179,0
2022-01-01,BUOU.SI,0.187457628622536,0.3057251525766997,0.6825989466475162,0.2355742505545578,0.2954113984387841,0.4679433881758378,0.2676310882695468,0.261082319035269,0.0332727775154951,0.4003987105112092,0
2022-09-01,BUOU.SI,0.1940337671441796,0.3038422703622954,0.680760900513205,0.2355742505545578,0.1171574008500437,0.4925411469137511,0.2545913386261904,0.0127093631041589,0.0332727775154951,0.4739938402790977,0
2023-01-01,BUOU.SI,0.1940337671441796,0.3038422703622954,0.680760900513205,0.270571643376483,0.1171574008500437,0.4925411469137511,0.2545913386261904,0.0127093631041589,0.0332727775154951,0.5505344875318811,0
2023-09-01,BUOU.SI,0.2201298821630453,0.3004456733287368,0.4777862524994188,0.270571643376483,0.1914207823407325,0.4422921548552896,0.2364647698889782,0.0127093631041589,0.0990301111448238,0.5003707461178409,0
2024-01-01,BUOU.SI,0.2201298821630453,0.3004456733287368,0.4777862524994188,0.2470167626960018,0.1914207823407325,0.4422921548552896,0.2364647698889782,0.0127093631041589,0.0990301111448238,0.4057041301605849,0
2024-03-01,BUOU.SI,0.2201298821630453,0.3004456733287368,0.4777862524994188,0.2470167626960018,0.1914207823407325,0.4422921548552896,0.2364647698889782,0.0127093631041589,0.1033381939078519,0.4359557718466879,0
2024-09-01,BUOU.SI,0.2475415259347768,0.3043473581530543,0.4777862524994188,0.2470167626960018,0.2653031901806716,0.4422921548552896,0.2552244620327218,0.0127093631041589,0.1033381939078519,0.5622285110931236,0
2019-01-01,BWCU.SI,0.2475415259347768,0.3043473581530543,0.4777862524994188,0.5504488000721312,0.2653031901806716,0.4422921548552896,0.2552244620327218,0.0127093631041589,0.1033381939078519,0.6236317417900443,-1
2020-01-01,BWCU.SI,0.2475415259347768,0.3043473581530543,0.4777862524994188,0.4154487677005787,0.2653031901806716,0.4422921548552896,0.2552244620327218,0.0127093631041589,0.1033381939078519,0.5376615350715807,0
2021-01-01,BWCU.SI,0.2475415259347768,0.3043473581530543,0.4777862524994188,0.4567428189293542,0.2653031901806716,0.4422921548552896,0.2552244620327218,0.0127093631041589,0.1033381939078519,0.6253209507930143,-1
2021-12-01,BWCU.SI,0.1183748427870487,0.2795290114556283,0.5302281073605892,0.4567428189293542,0.3808212583468771,0.342811852360023,0.0641665114559177,0.0127093631041589,0.1033381939078519,0.2653502910851887,1
2022-01-01,BWCU.SI,0.1183748427870487,0.2795290114556283,0.5302281073605892,0.3555622227762337,0.3808212583468771,0.342811852360023,0.0641665114559177,0.0127093631041589,0.1033381939078519,0.2930490949948599,1
2022-12-01,BWCU.SI,0.095812779751438,0.3002498290774222,0.5141305066251425,0.3555622227762337,0.3135311424745808,0.2737361984426038,0.0614982510648139,0.0127093631041589,0.1033381939078519,0.3398889175243035,0
2023-01-01,BWCU.SI,0.095812779751438,0.3002498290774222,0.5141305066251425,0.2593521656769015,0.3135311424745808,0.2737361984426038,0.0614982510648139,0.0127093631041589,0.1033381939078519,0.3267417941918368,0
2023-12-01,BWCU.SI,0.102915991085295,0.2886482604494572,0.0,0.2593521656769015,0.8564311473633519,0.0298993796724214,0.0515265574119443,0.0127093631041589,0.324981187872054,0.517892972732552,0
2024-03-01,BWCU.SI,0.102915991085295,0.2886482604494572,0.0,0.2593521656769015,0.8564311473633519,0.0298993796724214,0.0515265574119443,0.0127093631041589,0.295890825857011,0.517892972732552,0
2024-06-01,BWCU.SI,0.102915991085295,0.2886482604494572,0.0,0.2593521656769015,0.8564311473633519,0.0298993796724214,0.0515265574119443,0.0127093631041589,0.6387482225785777,0.6291755479248763,-1
2024-09-01,BWCU.SI,0.102915991085295,0.2886482604494572,0.0,0.2593521656769015,0.8564311473633519,0.0298993796724214,0.0515265574119443,0.0127093631041589,0.6732877346366076,0.6291755479248763,-1
2024-12-01,BWCU.SI,0.1384966333131289,0.2886482604494572,0.4302249297247488,0.2593521656769015,0.8168281697203157,0.0,0.0515265574119443,0.0127093631041589,1.0,0.6291755479248763,-1
2019-01-01,C2PU.SI,0.1384966333131289,0.2886482604494572,0.4302249297247488,0.2453960316886059,0.8168281697203157,0.0,0.0515265574119443,0.0127093631041589,1.0,0.7162848834777432,-1
2020-01-01,C2PU.SI,0.1384966333131289,0.2886482604494572,0.4302249297247488,0.1887025487235271,0.8168281697203157,0.0,0.0515265574119443,0.0127093631041589,1.0,0.650657656472553,-1
2021-01-01,C2PU.SI,0.1384966333131289,0.2886482604494572,0.4302249297247488,0.1503692737448681,0.8168281697203157,0.0,0.0515265574119443,0.0127093631041589,1.0,0.7431492542089811,-1
2021-12-01,C2PU.SI,0.152835616742913,0.3069656961152643,1.0,0.1503692737448681,0.305985704909991,0.8991022455078217,0.0590496735798557,0.0127093631041589,1.0,0.3908711503689679,0
2022-01-01,C2PU.SI,0.152835616742913,0.3069656961152643,1.0,0.0812302540581777,0.305985704909991,0.8991022455078217,0.0590496735798557,0.0127093631041589,1.0,0.362106083213769,0
2022-12-01,C2PU.SI,0.1363975741742042,0.3058909382082402,0.5644412395190928,0.0812302540581777,0.3348444776636852,0.8836657074265314,0.0653693094793174,0.0127093631041589,1.0,0.4760039591065615,0
2023-01-01,C2PU.SI,0.1363975741742042,0.3058909382082402,0.5644412395190928,0.1620498605666035,0.3348444776636852,0.8836657074265314,0.0653693094793174,0.0127093631041589,1.0,0.5257045202713193,0
2023-06-01,C2PU.SI,0.1363975741742042,0.3058909382082402,0.5644412395190928,0.1620498605666035,0.3348444776636852,0.8836657074265314,0.0653693094793174,0.0127093631041589,0.2034090489914835,0.5171125943420568,0
2023-12-01,C2PU.SI,0.1427335768438699,0.3075056326147998,0.6533215450205079,0.1620498605666035,0.3110356644817609,0.8862596637017618,0.0778878239043656,0.0127093631041589,0.193291401036176,0.6153270292310208,-1
2024-01-01,C2PU.SI,0.1427335768438699,0.3075056326147998,0.6533215450205079,0.2248252978892193,0.3110356644817609,0.8862596637017618,0.0778878239043656,0.0127093631041589,0.193291401036176,0.5672118409850297,0
2024-06-01,C2PU.SI,0.1427335768438699,0.3075056326147998,0.6533215450205079,0.2248252978892193,0.3110356644817609,0.8862596637017618,0.0778878239043656,0.0127093631041589,0.1862338342439168,0.5066993747977746,0
2024-12-01,C2PU.SI,0.1513112126421527,0.3075056326147998,0.6348575927542596,0.2248252978892193,0.2904355685547336,0.9126447319787516,0.0778878239043656,0.145862891855385,0.2036576797817335,0.557154201555808,0
2025-01-01,C2PU.SI,0.1513112126421527,0.3075056326147998,0.6348575927542596,0.0108425346041832,0.2904355685547336,0.9126447319787516,0.0778878239043656,0.145862891855385,0.2036576797817335,0.557154201555808,0
2019-01-01,C38U.SI,0.1513112126421527,0.3075056326147998,0.6348575927542596,0.2438257374309201,0.2904355685547336,0.9126447319787516,0.0778878239043656,0.145862891855385,0.2036576797817335,0.6013872981527251,-1
2020-01-01,C38U.SI,0.1513112126421527,0.3075056326147998,0.6348575927542596,0.2051203066205518,0.2904355685547336,0.9126447319787516,0.0778878239043656,0.145862891855385,0.2036576797817335,0.4744242802936775,0
2021-01-01,C38U.SI,0.1513112126421527,0.3075056326147998,0.6348575927542596,0.2617106328849193,0.2904355685547336,0.9126447319787516,0.0778878239043656,0.145862891855385,0.2036576797817335,0.5117830928531396,0
2021-12-01,C38U.SI,0.2377749495853001,0.3051720722432398,0.6516379346787449,0.2617106328849193,0.3245725463534304,0.7817418422455095,0.8099040149438956,0.1976427648875087,0.2036576797817335,0.5371628043032258,0
2022-01-01,C38U.SI,0.2377749495853001,0.3051720722432398,0.6516379346787449,0.1172623464098742,0.3245725463534304,0.7817418422455095,0.8099040149438956,0.1976427648875087,0.2036576797817335,0.5340757512303852,0
2022-12-01,C38U.SI,0.2428842911021251,0.3064367349976004,0.6019392037529631,0.1172623464098742,0.405119952101818,0.8123899574550236,0.8979961780632292,0.0127093631041589,0.2036576797817335,0.4847114562229974,0
2023-01-01,C38U.SI,0.2428842911021251,0.3064367349976004,0.6019392037529631,0.2313432242016447,0.405119952101818,0.8123899574550236,0.8979961780632292,0.0127093631041589,0.2036576797817335,0.5579014918878167,0
2023-06-01,C38U.SI,0.2428842911021251,0.3064367349976004,0.6019392037529631,0.2313432242016447,0.405119952101818,0.8123899574550236,0.8979961780632292,0.0127093631041589,0.0971805083199434,0.5395636286748048,0
2023-12-01,C38U.SI,0.2510946260248994,0.3050862086311435,0.6200343897766731,0.2313432242016447,0.3901906809716557,0.8166464933906528,1.0,0.0127093631041589,0.1091434136870279,0.5981879684063094,0
2024-01-01,C38U.SI,0.2510946260248994,0.3050862086311435,0.6200343897766731,0.2689662890320915,0.3901906809716557,0.8166464933906528,1.0,0.0127093631041589,0.1091434136870279,0.5170126289918687,0
2024-06-01,C38U.SI,0.2510946260248994,0.3050862086311435,0.6200343897766731,0.2689662890320915,0.3901906809716557,0.8166464933906528,1.0,0.0127093631041589,0.1078239432115309,0.6063553559428435,-1
2024-12-01,C38U.SI,0.2393966856630461,0.3062631815616138,0.6188529891955104,0.2689662890320915,0.3021922544930751,0.8153407168224089,0.9907044111918208,0.8320323884962547,0.1089928470849287,0.5977640312151419,0
2025-01-01,C38U.SI,0.2393966856630461,0.3062631815616138,0.6188529891955104,0.056256269833384,0.3021922544930751,0.8153407168224089,0.9907044111918208,0.8320323884962547,0.1089928470849287,0.5977640312151419,0
2019-01-01,CMOU.SI,0.2393966856630461,0.3062631815616138,0.6188529891955104,1.0,0.3021922544930751,0.8153407168224089,0.9907044111918208,0.8320323884962547,0.1089928470849287,0.8164617315066612,-1
